Date,1. open,2. high,3. low,4. close,5. volume
2024-12-09,397.61,404.8,378.01,389.79,96359173.0
2024-12-06,377.42,389.49,370.8,389.22,81455834.0
2024-12-05,359.87,375.43,359.5,369.49,81403569.0
2024-12-04,353.0,358.1,348.6,357.93,50810874.0
2024-12-03,351.8,355.69,348.2,351.42,58267196.0
2024-12-02,352.38,360.0,351.1501,357.09,77986478.0
2024-11-29,336.08,345.45,334.65,345.16,37167621.0
2024-11-27,341.8,342.55,326.59,332.89,57896439.0
2024-11-26,341.0,346.96,335.66,338.23,62295857.0
2024-11-25,360.14,361.93,338.2,338.59,95890899.0
2024-11-22,341.085,361.53,337.7,352.56,89140722.0
2024-11-21,343.81,347.9899,335.28,339.64,58011719.0
2024-11-20,345.0,346.5999,334.3,342.03,66340650.0
2024-11-19,335.76,347.3799,332.75,346.0,88852452.0
2024-11-18,340.73,348.5499,330.01,338.74,126547455.0
2024-11-15,310.57,324.6799,309.22,320.72,114440286.0
2024-11-14,327.69,329.98,310.37,311.18,120726109.0
2024-11-13,335.85,344.5999,322.5,330.24,125405599.0
2024-11-12,342.74,345.84,323.31,328.49,155726016.0
2024-11-11,346.3,358.64,336.0,350.0,210521625.0
2024-11-08,299.14,328.71,297.66,321.22,204782763.0
2024-11-07,288.89,299.75,285.52,296.91,117309232.0
2024-11-06,284.67,289.59,275.62,288.53,165228710.0
2024-11-05,247.34,255.2799,246.2101,251.44,69282505.0
2024-11-04,244.56,248.9,238.88,242.84,68802354.0
2024-11-01,252.043,254.0,246.63,248.98,57544757.0
2024-10-31,257.99,259.75,249.25,249.85,66575292.0
2024-10-30,258.035,263.35,255.8201,257.55,53993576.0
2024-10-29,264.51,264.98,255.51,259.52,80521751.0
2024-10-28,270.0,273.536,262.24,262.51,107653603.0
2024-10-25,256.01,269.49,255.32,269.19,161611931.0
2024-10-24,244.68,262.1199,242.65,260.48,204491903.0
2024-10-23,217.125,218.72,212.11,213.65,80938892.0
2024-10-22,217.31,218.22,215.26,217.97,43268741.0
2024-10-21,218.9,220.48,215.726,218.85,47328988.0
2024-10-18,220.71,222.28,219.23,220.7,49611867.0
2024-10-17,221.59,222.08,217.9,220.89,50791784.0
2024-10-16,221.4,222.8199,218.93,221.33,49632824.0
2024-10-15,220.01,224.26,217.12,219.57,62988787.0
2024-10-14,220.13,221.91,213.74,219.16,86291923.0
2024-10-11,220.13,223.34,214.38,217.8,142628874.0
2024-10-10,241.81,242.7899,232.34,238.77,83087063.0
2024-10-09,243.82,247.43,239.51,241.05,66289529.0
2024-10-08,243.56,246.21,240.56,244.5,56303160.0
2024-10-07,249.0,249.83,240.7,240.83,68113270.0
2024-10-04,246.69,250.96,244.58,250.08,86726285.0
2024-10-03,244.48,249.79,237.81,240.66,80729240.0
2024-10-02,247.55,251.1585,241.5,249.02,93983930.0
2024-10-01,262.67,263.98,248.53,258.02,87397613.0
2024-09-30,259.04,264.86,255.77,261.63,80873381.0
2024-09-27,257.375,260.6999,254.12,260.46,70988067.0
2024-09-26,260.6,261.75,251.53,254.22,67142193.0
2024-09-25,252.54,257.05,252.28,257.02,65034318.0
2024-09-24,254.08,257.19,249.0501,254.27,88490999.0
2024-09-23,242.61,250.0,241.92,250.0,86927194.0
